business_id,average_daily_sales_dollar_volume,average_daily_sales_transactions,age_in_months,state,type,debt,credit_score,expense_to_income_ratio,offer_size,offer_fee
4928,650.15,30,75.6,OK,restaurant,83771.24,740.0,1.097037701817471,146030.0,21388.0
4929,66.72,13,74.0,MA,laundromat,11841.18,648.0,1.0574800563617512,14221.0,570.0
4930,7.57,71,33.6,AR,plumber,2878.56,617.0,1.108287398386747,335.0,30.0
4931,22.21,34,76.4,UT,restaurant,82017.8,659.0,0.7995281593288103,772.0,70.0
4932,37.77,75,100.0,NE,laundromat,30161.92,605.0,1.1485629813005096,8548.0,482.0
4933,55.43,100,2.5,PA,plumber,10768.35,702.0,1.0588080199669339,1875.0,187.0
4934,54.78,101,62.8,IA,restaurant,1787.26,648.0,0.9366444353611478,11587.0,702.0
4935,9.3,77,64.8,LA,laundromat,115152.75,692.0,1.016751705920836,279.0,31.0
4936,1258.9,69,15.5,LA,auto repair,10178.25,512.0,1.0166315284804723,46442.0,6181.0
4937,6.52,85,98.2,RI,childcare center,1780.54,766.0,1.0766977672829097,1577.0,48.0
4938,92.59,93,13.7,AK,restaurant,892.98,583.0,0.8301485883478943,6992.0,318.0
4939,14.43,24,57.7,UT,restaurant,1022.61,718.0,0.7414238139960421,3730.0,157.0
4940,36.2,49,48.3,NC,restaurant,371.92,632.0,0.8490934167576688,9169.0,507.0
4941,106.63,23,20.4,WV,auto repair,2814.42,579.0,1.0807691653363962,4317.0,387.0
4942,16.89,72,63.7,DE,plumber,2346.94,604.0,0.5053864655287268,4081.0,215.0
4943,168.81,13,26.7,SD,plumber,9468.7,769.0,0.6195343641796539,40058.0,2360.0
4944,336.82,44,17.7,SC,delivery,3225.89,562.0,0.7998809978815813,35446.0,4263.0
4945,1305.98,44,99.5,WV,plumber,7797.77,718.0,0.9093227688679011,295214.0,43350.0
4946,40.29,62,40.7,MO,restaurant,61.13,683.0,1.0434690090338343,5807.0,196.0
4947,1229.65,19,18.9,NE,laundromat,51.76,641.0,0.5898951465516213,300632.0,35360.0
4948,5.75,28,32.0,PA,auto repair,9274.93,763.0,0.42392231525579915,1246.0,55.0
4949,245.23,45,93.3,WI,restaurant,23836.36,753.0,1.062466711552626,63207.0,4071.0
4950,34.32,68,31.0,DC,restaurant,2748.59,734.0,1.0553274520694502,4021.0,173.0
4951,42.21,45,101.0,IN,auto repair,189.14,789.0,1.0372542487231755,9704.0,544.0
4952,82.4,43,62.0,MD,restaurant,32100.42,758.0,0.7252303314000732,20551.0,929.0
4953,39.0,88,26.6,NE,plumber,38923.56,740.0,0.804133992354724,3992.0,206.0
4954,45.63,78,58.0,WY,laundromat,23940.68,782.0,0.5643105107638393,11800.0,616.0
4955,383.67,6,37.4,TN,restaurant,5295.88,606.0,0.8607504389774038,81496.0,9718.0
4956,369.53,24,65.0,WY,restaurant,9565.88,641.0,0.26405725341202546,88321.0,3148.0
4957,42.82,108,111.4,MO,restaurant,9572.17,631.0,1.0390200502006763,10818.0,684.0
4958,38.23,58,102.1,MD,electrician,25633.15,714.0,1.0585974017109585,10025.0,425.0
4959,13.51,80,14.0,WI,laundromat,119.0,580.0,1.0426418446104766,513.0,55.0
4960,266.72,13,84.8,NE,plumber,318.34,726.0,1.0260185874297618,58833.0,3902.0
4961,6.77,98,20.0,WV,laundromat,879.2,602.0,1.0052996588149123,335.0,23.0
4962,30.28,18,39.9,NV,electrician,825.93,547.0,0.8562031103319112,4926.0,321.0
4963,10.19,74,66.2,FL,plumber,12235.13,603.0,1.1070466160389856,607.0,35.0
4964,13.47,75,9.0,NC,restaurant,366.68,623.0,0.824760804339218,1060.0,50.0
4965,13.7,10,49.1,UT,restaurant,12091.63,680.0,0.3934345503156609,3105.0,213.0
4966,8.87,64,103.1,MI,restaurant,2630.83,679.0,0.7242214518542631,2156.0,135.0
4967,768.16,98,43.1,AL,movers,26461.58,634.0,0.8345805150426153,160293.0,21788.0
4968,19.1,54,61.5,MN,laundromat,2924.99,790.0,0.718144705212147,4203.0,283.0
4969,561.57,53,55.7,KY,restaurant,8138.05,535.0,0.7145645225476001,141925.0,19559.0
4970,1.83,94,21.9,ID,laundromat,11913.9,626.0,0.808433253911304,55.0,6.0
4971,46.07,95,84.4,OH,restaurant,5404.77,616.0,0.7661737122930242,10250.0,440.0
4972,24.27,108,81.7,CA,movers,2894915.38,585.0,0.5468292702484489,728.0,95.0
4973,243.08,12,14.1,ME,plumber,14895.01,587.0,0.9715429807170737,11068.0,1038.0
4974,39.9,29,16.1,HI,delivery,10688.65,682.0,0.5499540930873941,9705.0,639.0
4975,128.96,22,83.6,KS,electrician,55954.99,702.0,1.0064311984425869,32435.0,2110.0
4976,255.41,12,48.4,NC,auto repair,1208.35,566.0,0.3684347979314891,67275.0,3786.0
4977,252.09,88,60.7,ID,cleaner,8738.76,603.0,0.3827480648477555,64415.0,3201.0
4978,33.34,12,48.5,PA,auto repair,697.82,586.0,0.8845992019632868,6157.0,434.0
4979,32.69,19,39.3,PA,laundromat,1350.88,617.0,0.3578574704216954,7432.0,258.0
4980,7.0,90,62.3,IA,electrician,5906.29,570.0,0.6346864597367501,1732.0,116.0
4981,14.87,81,46.0,IA,restaurant,52.7,629.0,0.8902802684604997,2960.0,137.0
4982,35.46,76,48.2,WI,restaurant,107.75,547.0,0.8517768621553925,7107.0,349.0
4983,20.62,12,81.4,AK,restaurant,1051.53,614.0,0.7500836151928946,4667.0,286.0
4984,9.19,35,71.9,NJ,plumber,151.1,614.0,0.9734538507561634,1960.0,124.0
4985,204.05,11,41.9,AL,movers,1761.27,578.0,1.093214312950963,17530.0,1873.0
4986,64.5,30,30.2,WI,restaurant,363.01,685.0,1.0924952498135179,5468.0,352.0
4987,14.38,74,35.7,IA,auto repair,549.7,623.0,1.0549161018005158,1341.0,63.0
4988,92.71,54,14.4,CA,plumber,371.96,780.0,0.6519440873558677,22566.0,1324.0
4989,3.88,86,59.2,AZ,restaurant,60.98,711.0,0.6749454684518349,848.0,54.0
4990,93.81,81,69.8,SD,restaurant,129277.05,754.0,0.9672444091204309,18641.0,991.0
4991,90.78,82,91.7,FL,plumber,3345.54,618.0,0.6666113963197576,23202.0,1408.0
4992,187.7,43,64.7,NH,restaurant,401.99,623.0,1.007129151737939,42341.0,3431.0
4993,46.77,64,32.3,MN,childcare center,5361.83,600.0,0.7889915231203155,9600.0,518.0
4994,108.35,96,50.1,WY,delivery,49608.0,568.0,0.8734862320217899,19767.0,1193.0
4995,89.79,52,38.6,MD,plumber,1382.89,690.0,0.9583394653337048,16599.0,1228.0
4996,337.26,37,31.8,ND,delivery,61.46,682.0,0.829287174353547,63092.0,6052.0
4997,79.86,31,18.8,VA,restaurant,1497.56,652.0,0.7722483232964693,13878.0,967.0
4998,1409.33,66,42.5,HI,auto repair,179680.41,641.0,0.9270454296847805,234093.0,26054.0
4999,164.89,82,11.2,HI,restaurant,399000.39,635.0,0.4959509033748528,5440.0,536.0
5000,218.97,41,43.1,MN,restaurant,1902.72,610.0,0.5190099989038698,55654.0,3249.0
5001,162.49,35,77.9,NH,laundromat,3924.58,743.0,0.9051095756267994,36917.0,1567.0
5002,452.7,60,42.1,TX,restaurant,2289.29,614.0,0.9993055188068622,70060.0,7812.0
5003,38.64,23,55.6,MO,auto repair,1162.62,605.0,1.1078692831208852,6050.0,251.0
5004,6.44,19,62.8,ME,restaurant,492.38,513.0,0.903355572879415,1257.0,90.0
5005,265.86,92,56.1,WY,restaurant,1364.05,664.0,1.1689240949114754,39392.0,4006.0
5006,16.38,28,80.4,LA,plumber,1849.86,692.0,0.8988184867466115,3644.0,180.0
5007,25.25,13,16.9,NE,auto repair,39.55,718.0,0.7758575606654678,4903.0,157.0
5008,674.46,71,76.2,NH,restaurant,1013.64,625.0,0.5436502128819645,180885.0,25031.0
5009,225.51,38,106.3,AL,restaurant,2.79,538.0,0.1982303526809018,55472.0,2813.0
5010,58.11,22,75.6,PA,restaurant,1507.76,761.0,0.8668137836770379,13780.0,742.0
5011,30.98,44,50.4,SC,restaurant,3198.63,601.0,1.0258631722284686,5450.0,364.0
5012,9.62,53,5.9,UT,restaurant,1489.81,589.0,0.40751589096556795,2164.0,92.0
5013,41.88,30,81.7,MO,childcare center,341527.92,737.0,1.0154344168126024,1256.0,170.0
5014,37.33,63,28.8,ME,plumber,164365.93,632.0,0.5844502436918746,1121.0,146.0
5015,222.39,100,45.0,DE,laundromat,721.02,562.0,0.579857884756638,47027.0,1990.0
5016,64.54,30,91.3,AZ,auto repair,198.79,522.0,1.1396677935832875,16124.0,772.0
5017,35.57,70,57.7,MN,delivery,11399.19,588.0,0.5893367506308548,9469.0,334.0
5018,25.54,45,13.7,KS,cleaner,1117.37,585.0,1.0439969399319753,940.0,69.0
5019,115.54,96,16.8,CA,plumber,3109.05,614.0,0.722165197712201,17548.0,820.0
5020,195.01,11,61.3,NV,restaurant,16715.11,614.0,1.0621081261116776,37100.0,4149.0
5021,85.86,52,38.7,MS,restaurant,729.49,554.0,0.9417002444220124,11522.0,979.0
5022,146.3,16,37.9,LA,auto repair,464.66,610.0,0.663764616609544,34315.0,1588.0
5023,661.5,71,67.1,ID,laundromat,391.17,725.0,0.5881731855869291,149129.0,19934.0
5024,17.51,7,37.4,IL,electrician,957.15,679.0,0.953659381314588,3289.0,230.0
5025,30.41,36,26.3,RI,delivery,55943.7,583.0,0.7074880147528054,1059.0,96.0
5026,25.65,60,38.7,NE,restaurant,1577.84,677.0,0.9315574918684663,4946.0,254.0
5027,322.98,84,17.4,WI,auto repair,2693.76,603.0,0.5895268467958504,72351.0,8867.0
5028,3.36,68,104.6,WA,auto repair,147.53,586.0,1.1370109670302209,852.0,37.0
5029,44.16,24,52.7,MN,auto repair,1179.71,638.0,0.7619179894185089,10710.0,611.0
5030,80.68,44,82.6,IL,laundromat,3799.81,731.0,0.751927599220218,19600.0,645.0
5031,76.2,38,17.0,CO,cleaner,3987.85,722.0,0.7123891731738824,14238.0,998.0
5032,351.41,36,40.8,MD,laundromat,800185.65,533.0,0.8929683465212916,10760.0,1455.0
5033,78.69,14,59.3,NC,auto repair,19157.22,613.0,0.649469047083714,19782.0,973.0
5034,18.06,55,47.5,DE,restaurant,40.68,539.0,1.0551440187478915,2070.0,151.0
5035,78.38,103,62.8,MS,plumber,247.15,813.0,0.8296237157815791,20827.0,1410.0
5036,50.06,81,34.5,TN,restaurant,1056.94,572.0,0.5450928028781127,11702.0,408.0
5037,582.15,85,45.0,SC,plumber,50625.86,605.0,0.9374206455064154,94821.0,13538.0
5038,39.62,15,13.5,AR,restaurant,22748.78,739.0,1.1601180874691428,1281.0,129.0
5039,1490.43,94,9.1,MO,restaurant,819.89,583.0,0.8887845726178211,74975.0,8305.0
5040,327.02,39,72.4,HI,plumber,2496.63,737.0,0.8218543873421859,68676.0,4314.0
5041,725.95,10,66.7,SC,plumber,587.43,666.0,0.9532103340462386,156285.0,17417.0
5042,3.51,43,14.7,MO,electrician,481.66,592.0,0.8829006957667289,219.0,13.0
5043,15.13,9,73.2,VT,laundromat,254.29,652.0,1.1294723507859674,3254.0,143.0
5044,936.31,86,32.6,IN,plumber,1180.28,739.0,0.9686683052554885,184395.0,26786.0
5045,146.54,45,46.5,KS,restaurant,2915.34,619.0,0.6999020823596438,36496.0,1639.0
5046,49.87,26,93.8,CT,restaurant,2521.11,591.0,0.39430286795607755,12106.0,789.0
5047,42.92,50,21.0,NE,plumber,1807.76,599.0,0.7062599132571077,8346.0,386.0
5048,312.41,79,37.6,IN,restaurant,326.73,551.0,0.5855391296252048,64491.0,8145.0
5049,125.31,28,32.4,AR,electrician,122.45,617.0,0.39630512994026923,28850.0,1557.0
5050,127.22,71,49.8,GA,restaurant,9.89,726.0,0.6163499272422205,32295.0,1433.0
5051,70.29,86,55.8,NV,restaurant,2679.12,749.0,0.7769760308520308,15143.0,1007.0
5052,21.89,73,12.3,AK,restaurant,60181.13,556.0,0.564308282714627,664.0,92.0
5053,1787.68,16,56.5,VA,auto repair,962.44,779.0,0.6038600396679478,377789.0,42402.0
5054,353.82,53,31.6,UT,plumber,6735.19,592.0,0.724458558960521,67157.0,8617.0
5055,8.5,21,5.3,NH,restaurant,13.8,711.0,0.5085663577142923,2036.0,81.0
5056,299.85,96,101.2,DC,laundromat,569.94,645.0,1.0072138159862531,66840.0,2834.0
5057,28.31,12,94.3,AR,plumber,1449.29,618.0,0.4475671114345113,6281.0,376.0
5058,50.96,54,29.6,IN,laundromat,13740.24,646.0,0.8576343238529216,6833.0,409.0
5059,16.44,40,58.7,MI,restaurant,3716.78,545.0,1.1394094220799784,1762.0,154.0
5060,100.22,13,77.9,VA,restaurant,128.19,605.0,0.7974270514927347,23179.0,1019.0
5061,83.8,72,70.3,VA,auto repair,1440.93,644.0,0.825998091908612,22107.0,688.0
5062,36.02,33,23.2,VA,restaurant,1067.73,595.0,0.8035565972509615,4825.0,319.0
5063,29.95,19,102.9,IN,restaurant,39270.31,574.0,0.8113475663397578,6465.0,306.0
5064,58.09,69,49.4,OR,restaurant,196.54,593.0,0.6174270886932632,12684.0,526.0
5065,60.52,91,37.7,KY,restaurant,14272.33,620.0,0.9070799392779407,8647.0,647.0
5066,111.71,43,74.9,NC,movers,385.68,627.0,1.0626887214980931,25164.0,987.0
5067,55.5,12,31.9,ME,delivery,2880.31,569.0,0.6975162059355229,11284.0,531.0
5068,94.1,59,43.4,NV,laundromat,826.31,678.0,0.701615457561111,19596.0,673.0
5069,65.51,8,92.0,WV,plumber,4130.54,638.0,0.8734450998358666,16221.0,547.0
5070,317.24,17,9.6,OR,restaurant,10366.16,627.0,0.95542468152395,15119.0,1202.0
5071,217.77,28,81.1,MD,restaurant,16148.91,572.0,0.5938602056277068,57634.0,2101.0
5072,142.36,67,60.9,OK,cleaner,582.67,590.0,0.5420594107633833,37435.0,1836.0
5073,23.08,47,65.2,IN,delivery,7132.43,709.0,1.0324742862715561,5146.0,160.0
5074,2.14,35,45.1,NJ,restaurant,3743.13,541.0,0.7753897382798542,92.0,7.0
5075,7.02,58,42.9,NY,restaurant,5719.29,619.0,1.1575716955501278,256.0,26.0
5076,146.6,81,9.8,AK,restaurant,10746.07,738.0,1.1050045782519182,6229.0,397.0
5077,4.78,96,23.3,NE,electrician,54.44,584.0,0.8543754255791508,584.0,26.0
5078,30.65,19,71.1,SD,restaurant,25.11,622.0,0.9048219682139066,6994.0,393.0
5079,39.22,46,40.8,MS,auto repair,1913.75,699.0,1.0350938477509959,6499.0,316.0
5080,332.25,8,52.9,HI,delivery,110.53,654.0,0.661053995814028,85776.0,10005.0
5081,420.89,46,3.1,MT,restaurant,1491.21,609.0,0.2682968706006334,90223.0,10264.0
5082,15.2,53,25.9,MT,restaurant,206.72,558.0,0.39040905829578343,3515.0,131.0
5083,73.48,106,29.9,CT,electrician,1009.29,583.0,1.0753096858107556,4091.0,325.0
5084,5.98,12,4.0,MD,restaurant,2775.96,558.0,0.8915962644498288,200.0,23.0
5085,12.97,83,8.2,WI,auto repair,1015.8,533.0,0.999196887995565,435.0,55.0
5086,34.91,34,15.9,HI,restaurant,5283.52,537.0,0.4821283689306143,6964.0,395.0
5087,23.1,81,92.4,IN,restaurant,1512.66,531.0,0.766003263260409,4955.0,175.0
5088,19.82,10,108.3,SC,auto repair,805.75,722.0,0.7355790270986905,5156.0,330.0
5089,1619.73,71,17.9,NJ,movers,1719.36,686.0,0.7109693054821477,301400.0,39980.0
5090,23.3,98,36.3,SD,plumber,1282.35,658.0,0.5008580462315232,5644.0,329.0
5091,1780.84,15,54.7,NV,restaurant,11466.34,547.0,0.4078785612278063,405007.0,54885.0
5092,306.18,31,38.7,MT,delivery,19327.8,634.0,0.7039835340546641,62124.0,5166.0
5093,194.45,98,34.2,NE,laundromat,981.41,817.0,0.6811326225984884,43014.0,2136.0
5094,96.35,65,56.0,MD,restaurant,1750.54,685.0,0.7920942562947146,22869.0,908.0
5095,27.93,75,9.0,AL,restaurant,364.06,704.0,0.7169788895946511,4542.0,303.0
5096,328.13,41,23.7,MA,auto repair,926.0,668.0,0.9791506528288775,34305.0,3151.0
5097,23.64,81,15.8,NV,cleaner,11919.42,597.0,0.7707373354783452,1543.0,83.0
5098,43.36,34,90.4,MN,plumber,433.63,601.0,0.8119050966996982,9252.0,369.0
5099,28.27,29,21.1,WI,auto repair,4948.69,614.0,0.6665832886517076,4844.0,268.0
5100,129.03,32,44.6,WV,cleaner,1408.56,698.0,1.1649512378492717,14360.0,814.0
5101,521.94,57,102.9,DE,restaurant,5721.27,671.0,0.6172902021628818,134543.0,13972.0
5102,46.02,106,37.1,DC,plumber,12204.74,678.0,0.48741546439910055,9853.0,558.0
5103,21.16,109,54.0,GA,auto repair,36183.89,740.0,0.7918088880084374,3112.0,181.0
5104,37.92,12,64.6,WV,delivery,4451.56,760.0,1.1137858706801906,7567.0,296.0
5105,74.29,72,32.7,SD,delivery,2259.42,605.0,0.7864680733708258,13098.0,890.0
5106,30.83,62,18.4,NC,restaurant,1666.21,695.0,0.9623771793208865,2656.0,186.0
5107,20.68,19,72.8,MN,restaurant,42723.17,600.0,0.610510192733285,4685.0,213.0
5108,27.24,45,23.2,MO,laundromat,10506.56,720.0,0.3156606640965538,5718.0,297.0
5109,151.93,23,10.5,WA,plumber,583.43,607.0,0.7670661064074803,17438.0,1348.0
5110,54.27,60,54.0,OH,delivery,9346.16,610.0,0.630765201601416,14413.0,779.0
5111,48.75,65,9.1,IN,restaurant,1459.06,612.0,0.6324260144684487,8821.0,332.0
5112,7.7,106,23.9,NC,restaurant,2904.04,666.0,0.9470467065714269,546.0,36.0
5113,7.86,92,64.8,NY,auto repair,100899.62,630.0,0.9518144911276072,236.0,31.0
5114,317.09,79,39.5,MI,restaurant,3093.24,660.0,0.6363355878320852,76138.0,8617.0
5115,566.34,93,19.9,MA,restaurant,2303.73,697.0,0.6585893435529738,123479.0,18157.0
5116,60.7,70,29.3,LA,plumber,861.36,721.0,0.8640827883756087,13184.0,914.0
5117,36.98,34,41.7,KS,electrician,95.37,647.0,0.8669748355038416,8880.0,553.0
5118,1148.56,54,14.8,WI,laundromat,1292.03,638.0,0.8827005139546449,96914.0,14120.0
5119,26.63,62,68.6,ND,auto repair,99387.89,683.0,1.0866849126412832,802.0,117.0
5120,16.83,65,14.9,MD,restaurant,10.33,549.0,0.9555363933678287,775.0,66.0
5121,1473.54,59,38.1,AR,cleaner,6894.26,710.0,1.0977236701958435,180217.0,22677.0
5122,291.85,44,104.0,CO,restaurant,488.63,602.0,0.4109066808241426,70331.0,3680.0
5123,5.31,85,16.4,UT,restaurant,16164.77,544.0,0.8023540261810936,159.0,22.0
5124,15.98,77,38.1,IL,restaurant,1508.45,612.0,1.0852376263595362,1278.0,61.0
5125,708.46,101,33.5,NE,restaurant,12047.57,594.0,0.9089306481182785,96070.0,10767.0
5126,3.5,31,24.2,DC,restaurant,3815.19,570.0,0.7366353152099365,168.0,9.0
5127,6.36,40,66.0,WA,childcare center,1256.78,602.0,0.5805936029086706,1693.0,64.0
5128,4.19,55,74.7,NH,auto repair,3101.9,555.0,0.5330774797085535,1001.0,60.0
5129,10.57,75,45.2,MA,auto repair,5926.14,779.0,0.49685483022756816,2787.0,182.0
5130,65.34,24,27.7,MT,electrician,76.26,730.0,0.7339142780266791,14992.0,787.0
5131,399.7,101,36.4,TX,laundromat,5930.0,614.0,0.8797120694853272,66146.0,8797.0
5132,119.18,60,36.5,CA,laundromat,247.46,590.0,0.8403674212621718,23462.0,1885.0
5133,10.46,88,21.9,NJ,laundromat,1077.17,753.0,0.6785574427473061,2264.0,83.0
5134,8.28,48,64.8,CO,laundromat,4356.5,616.0,0.6623906139772233,1798.0,100.0
5135,7.82,90,37.2,AL,restaurant,371.69,584.0,0.7491675533765183,1582.0,102.0
5136,233.74,78,69.9,MS,restaurant,2196.83,658.0,1.0830466545332595,54801.0,6724.0
5137,10.2,46,94.2,IL,laundromat,11087.39,647.0,0.9019773721277855,2471.0,105.0
5138,4.12,68,4.7,ME,restaurant,8850.71,559.0,0.8535594818454494,124.0,14.0
5139,269.73,30,101.3,WI,movers,1060.41,666.0,0.2803064539924921,56877.0,2587.0
5140,108.81,85,60.4,IN,restaurant,1406.84,672.0,0.9341648888205055,25481.0,970.0
5141,27.8,49,47.8,MD,auto repair,14216.6,615.0,0.9060162832349136,3944.0,241.0
5142,56.6,76,61.2,KY,electrician,27.38,699.0,0.698755380109129,14617.0,562.0
5143,0.61,51,48.6,FL,restaurant,2263.64,823.0,0.6805909571244512,21.0,1.0
5144,3.57,56,61.1,NH,auto repair,2326.14,734.0,0.7610732500439404,770.0,42.0
5145,14.69,111,3.5,MD,laundromat,17144.59,710.0,0.6753287416012262,658.0,48.0
5146,214.72,110,14.8,AL,restaurant,7797.25,706.0,0.9373244824417921,18627.0,1315.0
5147,51.35,56,90.3,ND,auto repair,412.22,803.0,0.6290785416085435,12706.0,886.0
5148,12.28,99,39.9,SD,laundromat,7362.54,754.0,1.095718105347744,956.0,58.0
5149,266.05,8,15.8,MN,auto repair,6851.38,743.0,1.009462460086074,22714.0,1699.0
5150,15.1,102,7.8,CA,delivery,356.31,674.0,0.9455080185069444,828.0,42.0
5151,6.64,48,37.1,WA,cleaner,16549.17,617.0,0.8258142319386351,207.0,26.0
5152,90.49,41,26.2,CT,plumber,9551.52,602.0,0.7495777245978145,15279.0,819.0
5153,95.78,88,93.9,MA,restaurant,134.94,815.0,0.3959742089444499,21275.0,665.0
5154,6.39,94,39.6,SC,laundromat,10282.15,673.0,1.0137616005218248,221.0,17.0
5155,955.59,14,8.1,SC,restaurant,14316.74,585.0,0.7915486105077206,76425.0,10609.0
5156,104.42,39,57.9,VA,restaurant,9894.19,533.0,0.483207122746571,27556.0,1027.0
5157,84.24,8,26.7,MA,restaurant,106.56,656.0,1.0041748887969288,8638.0,701.0
5158,106.21,68,62.0,NM,restaurant,2652.63,758.0,0.508277398547515,25983.0,999.0
5159,6.52,47,55.3,MO,restaurant,4025.8,697.0,0.9118735270726279,1188.0,43.0
5160,41.65,46,35.5,ID,cleaner,5068.59,845.0,0.8628161312078186,10420.0,481.0
5161,1046.24,98,31.5,GA,movers,50050.08,618.0,0.45337402525963977,249594.0,33804.0
5162,15.35,66,60.6,AL,restaurant,1429.54,657.0,0.9736886216318626,3179.0,163.0
5163,47.59,52,70.2,PA,childcare center,779.71,678.0,0.9735610659651588,10246.0,484.0
5164,49.72,51,37.3,OK,restaurant,2933.4,617.0,0.9792101912530904,5851.0,291.0
5165,4.34,37,47.3,DC,plumber,259.99,649.0,0.8844228274991621,975.0,39.0
5166,1573.99,95,38.4,FL,plumber,68457.49,629.0,0.6975085219739,338725.0,44691.0
5167,118.33,95,15.1,ND,laundromat,26038.97,607.0,0.5932687969609671,19909.0,1184.0
5168,68.73,93,36.7,AR,electrician,16612.73,716.0,0.803574572789529,13677.0,497.0
5169,85.64,110,11.4,IA,movers,1053.58,756.0,0.5553883430854997,20249.0,809.0
5170,57.09,14,64.3,LA,cleaner,10556.09,523.0,0.6865838080172044,13592.0,532.0
5171,168.27,81,52.9,CA,plumber,640256.51,699.0,0.9126557772657059,5069.0,553.0
5172,8.41,8,84.7,PA,restaurant,4429.01,547.0,0.723721146300403,2180.0,152.0
5173,73.92,16,36.5,MA,laundromat,702.9,572.0,0.6704402118570815,17007.0,1250.0
5174,33.95,45,50.7,WV,movers,2303.37,631.0,0.80817095935094,8257.0,394.0
5175,45.46,20,66.0,DC,laundromat,18394.05,626.0,0.8154864125828449,9652.0,347.0
5176,29.46,79,29.5,AL,laundromat,160260.58,796.0,0.3320869854688217,888.0,73.0
5177,121.33,59,37.7,IN,movers,75.57,645.0,0.877476884314134,26770.0,2048.0
5178,63.99,86,91.3,KS,movers,5443.71,738.0,0.917885062562013,16204.0,673.0
5179,46.41,36,114.6,MD,laundromat,282.79,582.0,1.038818709594924,12398.0,453.0
5180,85.76,60,59.6,KS,restaurant,472.98,672.0,1.1447014120025876,17707.0,990.0
5181,138.86,32,56.1,HI,restaurant,10615.02,641.0,0.9497312060478424,30257.0,1407.0
5182,82.76,8,40.0,WA,restaurant,139911.92,822.0,0.8174447719273673,7966.0,376.0
5183,58.63,67,6.3,CO,restaurant,594.13,569.0,0.4767507213500097,12521.0,487.0
5184,12.87,34,34.5,NH,auto repair,1310.0,743.0,0.8648654060976546,2847.0,144.0
5185,75.93,86,49.3,UT,restaurant,228.02,648.0,0.8518931152502798,18841.0,1375.0
5186,74.93,72,29.2,MO,laundromat,300.8,810.0,0.9425607027624195,15754.0,523.0
5187,374.4,38,58.6,CT,restaurant,45121.08,663.0,0.4513133562233206,93770.0,6289.0
5188,269.45,75,76.2,FL,laundromat,500.17,520.0,0.7639450878420314,56627.0,5170.0
5189,3.39,27,16.4,DC,laundromat,52.41,826.0,0.8395102676808706,636.0,41.0
5190,9.3,13,21.1,KS,restaurant,6606.2,653.0,0.8880564665413424,498.0,21.0
5191,40.28,13,48.3,DE,auto repair,255.18,680.0,0.5731216985368646,9146.0,590.0
5192,4.11,95,5.6,HI,auto repair,2812.74,709.0,0.8363363625454138,185.0,11.0
5193,2.5,57,50.0,IL,restaurant,725.15,739.0,1.0982328885763903,461.0,23.0
5194,119.83,93,83.9,NY,restaurant,10548.62,733.0,0.5684148423482078,29337.0,1273.0
5195,82.33,78,27.6,KY,electrician,1659.39,588.0,0.3286217931338517,18611.0,1256.0
5196,10.61,43,41.9,NJ,restaurant,23431.02,677.0,0.9330267397636086,341.0,26.0
5197,59.72,96,33.7,MS,restaurant,1163.33,653.0,0.9453248913356205,8447.0,532.0
5198,32.07,58,25.1,DE,restaurant,21663.96,739.0,0.7804404394184585,5241.0,288.0
5199,7.06,16,17.7,MO,restaurant,435.89,733.0,1.0420065155008558,495.0,35.0
5200,71.18,57,52.9,OH,laundromat,1598.02,576.0,0.40763463159504704,18494.0,1166.0
5201,540.93,29,30.8,IA,laundromat,97.09,580.0,0.7098262762041876,123741.0,15935.0
5202,432.16,30,98.3,OR,electrician,58223.79,601.0,1.011096071015811,113517.0,13720.0
5203,50.46,26,41.6,ND,restaurant,5245.33,590.0,0.9373384318356501,8321.0,608.0
5204,50.4,52,40.7,CA,restaurant,1915.75,587.0,0.7694667007757752,9872.0,626.0
5205,318.39,20,26.0,UT,restaurant,5186.78,600.0,0.7149807918031581,60753.0,7069.0
5206,89.66,91,39.5,AL,restaurant,824.24,759.0,0.9748225023685397,19759.0,1045.0
5207,979.24,43,111.9,IN,restaurant,44326.3,739.0,0.9453880952745161,246070.0,34732.0
5208,861.57,11,101.9,OH,auto repair,148.56,778.0,0.3065583355815173,181503.0,11941.0
5209,41.32,59,93.4,MI,restaurant,318.9,624.0,0.7941844705420215,10649.0,538.0
5210,8.0,50,39.4,FL,electrician,12490.15,650.0,0.7889397661227352,473.0,29.0
5211,496.83,41,27.0,ND,restaurant,6850.32,572.0,0.8101385421069026,68428.0,9824.0
5212,14.76,56,70.0,IA,restaurant,20209.34,538.0,0.5291347821562402,3275.0,186.0
5213,155.54,91,79.7,RI,childcare center,47333.84,743.0,1.0080953387705356,39544.0,2470.0
5214,16.47,71,35.5,NM,restaurant,18233.02,669.0,1.0232843838843513,655.0,47.0
5215,63.14,68,37.2,ME,plumber,522.76,678.0,0.7442747334969451,13490.0,891.0
5216,93.23,30,58.4,IN,restaurant,154.59,791.0,0.8061797204105493,21952.0,1157.0
5217,77.45,35,105.3,MS,delivery,29701.1,640.0,0.8728736536092346,18824.0,1073.0
5218,104.98,23,18.2,MD,delivery,467.98,624.0,0.6225782910272729,22629.0,1375.0
5219,18.14,73,9.6,AZ,laundromat,9835.53,579.0,0.44071135270915424,2881.0,120.0
5220,168.91,95,11.6,OH,childcare center,1679.09,704.0,0.8784220297928912,17769.0,865.0
